code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result
1,1,29279,0,2,1,8,0,2,420.0,0,1
1,1,69940,0,10,4,6,0,1,70.0,0,0
1,1,89571,0,2,4,2,0,0,270.0,1,0
0,1,68433,0,0,0,2,0,1,330.0,1,0
1,3,61764,1,4,3,0,1,0,75.0,0,1
1,3,51497,0,1,4,0,1,2,360.0,0,0
1,0,65064,0,1,2,7,2,4,180.0,1,0
0,3,72859,0,6,0,3,0,1,170.0,1,1
0,1,27198,0,11,0,6,0,0,170.0,1,1
0,3,66665,0,2,4,4,2,4,585.0,1,1
1,1,93800,1,5,4,2,1,2,170.0,0,1
1,1,39037,1,10,3,10,2,3,585.0,0,0
0,2,97477,1,8,3,8,1,4,270.0,0,0
0,2,78357,1,2,0,9,2,3,325.0,1,1
1,0,74218,1,5,0,2,2,3,585.0,0,0
0,2,67291,0,7,0,8,2,1,150.0,1,1
0,3,28855,0,0,4,1,2,2,180.0,0,1
1,0,76344,1,9,0,8,1,3,75.0,1,1
0,2,53317,0,2,1,2,2,2,225.0,0,2
1,0,21600,0,8,3,0,1,4,345.0,0,1
0,3,22092,1,5,2,0,0,3,360.0,1,1
1,0,50335,1,8,2,8,1,1,300.0,0,0
0,2,85404,0,1,0,0,2,1,300.0,0,1
0,2,90798,1,3,3,5,1,1,270.0,1,0
0,3,80054,0,12,3,6,0,0,130.0,0,2
1,0,17646,1,1,0,5,1,2,165.0,0,1
1,2,16235,1,10,4,8,0,1,300.0,0,0
0,3,19260,0,4,2,3,2,1,420.0,1,1
1,3,28486,1,2,3,9,0,0,225.0,1,1
0,3,34553,1,3,0,3,0,4,165.0,1,0
0,1,82261,1,9,0,1,2,0,75.0,1,1
0,2,30998,0,3,4,7,2,4,120.0,0,1
0,1,37814,1,8,0,6,2,0,160.0,0,1
0,2,82708,1,6,2,5,1,1,100.0,1,0
1,3,33149,0,6,1,5,2,1,585.0,1,0
1,2,91884,1,0,2,8,0,2,130.0,0,0
1,0,40119,1,1,3,3,1,3,160.0,0,2
0,2,53657,0,6,1,6,1,3,360.0,1,1
0,1,53125,1,7,2,3,1,2,195.0,0,1
0,1,11164,1,3,3,3,1,0,225.0,1,1
0,2,94562,0,9,1,3,2,0,325.0,0,1
0,2,80450,0,8,3,5,1,1,180.0,1,1
0,2,75745,0,3,2,1,2,3,165.0,0,2
1,3,39427,1,11,1,1,0,4,655.0,0,2
1,3,32788,0,5,3,2,0,0,170.0,1,1
1,3,22376,1,1,1,8,2,1,170.0,0,1
1,1,94951,1,1,3,8,1,0,345.0,1,1
1,3,68519,0,2,2,10,1,4,100.0,0,0
0,0,55932,1,6,0,10,0,4,120.0,1,1
0,0,25093,0,0,1,5,2,2,150.0,1,1
1,2,41072,0,10,2,6,2,4,390.0,0,1
0,0,91494,0,10,3,0,1,0,225.0,0,1
1,0,15907,1,5,1,7,2,3,270.0,0,1
1,2,76179,1,0,4,4,0,2,105.0,0,2
0,0,68590,0,2,4,9,0,4,585.0,1,2
1,2,27212,0,8,1,10,1,0,655.0,1,1
1,3,19672,0,9,1,4,0,0,160.0,1,1
1,3,65024,1,2,1,1,1,1,70.0,0,0
1,2,73750,0,11,2,7,2,4,330.0,0,1
1,3,80616,1,12,0,7,0,1,160.0,1,1
0,1,36788,1,11,1,9,2,0,135.0,0,1
0,2,85760,0,3,3,1,0,0,180.0,1,0
1,3,75443,0,8,4,1,1,0,420.0,1,1
1,0,45504,0,7,1,0,1,0,420.0,1,0
0,2,30190,0,2,3,5,2,1,130.0,0,1
1,1,25736,1,12,3,4,0,2,655.0,0,1
1,3,33604,1,3,4,9,0,2,225.0,0,1
1,0,48602,0,8,4,3,1,2,210.0,1,2
1,3,10412,1,12,1,0,1,3,195.0,0,0
0,0,28575,1,9,1,7,0,2,150.0,0,2
0,0,20876,0,9,4,2,0,4,210.0,1,1
1,2,49828,0,4,3,3,2,1,270.0,0,0
1,1,74360,1,11,3,9,2,2,195.0,1,0
0,1,19145,1,2,2,3,0,2,180.0,0,0
1,0,42199,0,8,4,5,2,1,220.0,1,0
1,0,29604,1,11,1,4,0,3,240.0,0,1
0,0,28131,1,6,3,9,0,3,170.0,0,0
1,3,51822,1,11,2,5,1,0,300.0,0,0
0,3,89489,0,10,3,4,1,3,330.0,1,0
0,2,49159,1,2,1,10,2,3,585.0,1,0
1,0,76149,1,11,0,4,1,2,270.0,0,1
1,2,15308,0,0,3,3,2,0,80.0,0,1
0,0,19661,0,11,3,2,0,1,220.0,0,1
0,0,98435,0,8,1,6,1,1,180.0,1,0
1,3,49768,0,4,2,9,2,2,180.0,0,1
0,3,34745,0,0,2,5,2,4,60.0,0,0
0,1,49100,0,2,2,1,2,3,150.0,1,1
1,2,18908,1,4,0,0,2,4,165.0,1,1
0,3,96522,1,3,3,1,2,1,585.0,1,1
0,2,83963,1,12,1,8,0,1,210.0,1,1
0,0,79579,1,5,1,2,2,2,75.0,0,2
0,1,72398,1,3,1,10,1,1,90.0,0,1
1,3,80423,0,1,4,3,2,4,325.0,0,1
1,1,33629,1,3,3,8,0,1,135.0,0,2
0,0,12281,0,2,4,6,2,1,135.0,1,0
1,3,47729,1,9,0,1,2,4,135.0,0,1
0,2,13656,0,7,4,8,2,1,180.0,1,1
1,3,54427,1,11,0,10,2,1,240.0,0,1
0,3,34876,1,2,1,3,2,0,90.0,1,0
1,1,97456,1,4,4,9,2,0,60.0,1,0
1,2,37631,1,10,4,3,1,0,165.0,0,1
1,2,10844,0,0,4,0,0,0,585.0,0,1
0,2,74359,1,3,4,1,2,4,195.0,0,0
0,2,27294,1,7,1,7,2,1,585.0,1,1
0,3,31188,0,3,1,4,2,3,270.0,0,1
0,0,58931,0,7,2,10,1,1,300.0,0,2
1,2,39321,0,6,0,5,1,2,160.0,0,2
1,2,92408,1,0,0,1,0,0,75.0,1,0
1,2,34423,0,10,0,3,2,0,75.0,0,0
0,1,20477,0,12,1,7,2,0,220.0,0,1
1,2,14512,0,2,2,7,0,2,60.0,0,1
0,3,26775,1,4,4,4,0,3,120.0,1,1
1,3,52485,1,11,0,5,2,1,160.0,1,1
1,1,81670,0,3,2,6,1,2,345.0,0,0
0,3,51039,0,6,2,2,1,0,70.0,1,1
1,2,60224,1,2,1,4,2,3,60.0,0,2
0,1,25623,1,0,4,10,0,0,270.0,1,1
0,3,14891,1,8,2,9,0,1,195.0,1,1
0,1,28150,0,6,1,6,2,1,60.0,0,0
0,2,64991,0,6,1,0,1,0,220.0,0,0
0,3,84260,0,4,3,3,2,4,90.0,0,0
1,2,36270,1,1,3,3,1,2,220.0,1,1
0,2,17927,0,6,4,8,2,4,100.0,0,1
1,0,56199,1,2,3,9,2,4,270.0,0,0
0,0,14366,1,7,1,0,1,4,60.0,0,1
0,3,39856,0,0,2,2,2,0,270.0,0,2
0,3,66311,1,6,4,3,1,0,585.0,0,1
1,0,48033,0,5,0,6,1,0,330.0,0,1
1,3,11252,1,8,4,4,2,0,180.0,1,0
0,3,57933,0,6,4,0,0,4,75.0,0,0
0,1,13819,1,7,2,10,1,1,75.0,1,1
0,3,28973,0,7,2,3,2,1,390.0,1,0
1,1,29704,0,6,4,7,0,4,130.0,1,1
0,3,43163,0,1,0,3,0,3,220.0,1,0
0,2,32340,1,8,0,7,1,1,420.0,1,0
1,3,17009,1,4,1,10,0,4,100.0,0,1
1,1,39955,1,4,2,2,1,3,100.0,1,1
1,3,12678,0,8,0,10,2,2,70.0,0,1
0,3,93973,1,10,3,5,0,0,300.0,0,0
0,0,71435,1,0,4,8,1,4,60.0,1,1
1,2,56975,0,1,0,8,2,1,80.0,0,1
0,1,69113,0,11,2,7,2,4,325.0,1,1
1,2,71709,0,8,4,1,0,4,130.0,1,1
1,3,48326,1,8,1,4,1,4,170.0,0,2
0,2,75337,1,12,2,4,1,0,170.0,0,1
1,2,40118,0,11,4,5,2,0,390.0,0,0
0,3,99802,0,7,2,0,2,1,105.0,1,1
0,0,41059,1,2,4,6,1,3,165.0,0,2
1,2,40754,0,12,2,0,2,1,130.0,1,1
0,0,80188,0,0,0,6,0,3,225.0,0,0
0,0,33052,1,0,0,0,1,0,75.0,0,1
0,1,24298,1,4,1,7,2,3,195.0,1,1
1,3,37814,0,9,2,9,1,0,160.0,0,0
1,1,38365,0,8,1,6,0,0,150.0,1,2
1,0,80662,0,3,4,0,2,0,360.0,1,1
0,0,54726,1,7,1,8,2,2,75.0,0,1
1,0,46213,0,2,0,10,2,2,300.0,1,0
1,1,80244,1,5,2,4,2,4,60.0,0,1
0,0,11116,0,5,4,8,0,3,90.0,1,1
0,1,28721,1,11,1,6,1,4,150.0,1,1
1,2,83632,1,4,4,9,0,3,210.0,0,1
0,2,99754,1,5,1,9,1,4,345.0,0,0
1,2,16225,1,3,2,9,2,2,70.0,0,1
1,2,15899,0,9,1,8,2,1,270.0,0,1
0,2,44343,1,1,0,7,1,0,100.0,1,0
1,0,27624,0,7,1,8,1,1,135.0,0,1
0,0,69815,1,6,2,9,0,4,150.0,1,2
0,1,89131,1,10,0,3,1,3,170.0,0,1
0,2,76588,0,8,0,8,2,4,165.0,1,0
0,1,86981,1,10,2,9,0,0,180.0,0,1
1,2,31120,1,10,3,4,0,4,655.0,0,0
0,1,58636,0,12,3,0,1,0,180.0,0,1
0,2,93398,0,10,4,3,2,0,120.0,1,1
0,1,52584,0,1,2,6,0,1,195.0,0,1
0,0,32263,0,3,3,2,1,1,150.0,0,1
1,0,24599,0,0,3,4,1,4,300.0,0,1
0,1,80178,0,12,3,0,2,3,180.0,0,1
0,3,58518,0,12,1,1,1,1,80.0,0,1
0,3,19758,0,0,4,4,1,0,105.0,1,1
0,1,55002,0,7,1,7,1,0,270.0,0,2
0,1,42496,1,6,3,4,2,3,90.0,1,1
1,2,59600,0,7,0,9,0,4,135.0,1,0
1,3,88934,0,2,1,9,0,1,210.0,1,1
0,2,73240,1,6,3,6,0,4,585.0,0,1
0,3,56520,1,12,1,10,1,4,80.0,0,1
1,2,52931,0,5,4,4,2,2,330.0,0,1
1,1,39030,1,9,3,1,2,3,120.0,0,0
1,1,47733,1,12,0,9,1,0,390.0,1,1
1,1,48845,1,4,2,5,2,1,420.0,1,1
1,1,57807,0,6,4,3,2,4,60.0,1,1
1,2,50822,0,10,2,7,1,2,240.0,0,2
1,2,67646,0,8,1,9,0,2,60.0,0,1
0,0,72266,0,11,3,4,1,4,180.0,1,1
1,2,40574,1,5,2,1,1,3,80.0,0,1
0,0,61222,1,12,4,2,2,3,300.0,0,0
1,3,42127,0,2,2,6,2,0,60.0,1,1
0,2,17424,0,8,0,4,1,1,60.0,1,1
0,1,27935,0,1,3,1,1,2,360.0,1,2
0,0,77392,1,10,4,6,2,1,325.0,1,1
1,1,34359,1,10,0,5,2,2,225.0,0,1
0,0,11557,0,7,3,5,2,4,655.0,0,0
0,1,86363,0,10,1,2,1,1,105.0,0,0
0,0,72124,1,8,3,6,0,3,135.0,1,2
0,2,94530,0,5,2,3,0,3,655.0,0,0
1,2,79237,1,5,4,7,0,1,160.0,1,2
1,2,56687,1,1,1,8,1,0,135.0,0,1
1,2,35818,1,11,0,8,0,0,330.0,0,0
0,2,86229,0,5,3,3,1,0,80.0,0,1
1,1,44738,0,11,3,5,0,0,390.0,0,0
0,1,17916,1,2,2,7,0,0,75.0,0,1
0,2,91436,0,5,3,2,1,1,150.0,1,1
1,3,90328,1,7,3,6,2,2,420.0,1,1
1,0,90936,1,3,4,5,2,2,150.0,0,2
0,0,82988,1,1,0,1,2,2,80.0,1,1
0,2,96547,0,7,2,7,2,0,120.0,0,1
1,3,11681,1,0,1,8,2,4,135.0,0,1
1,2,48290,1,12,2,3,0,0,150.0,0,0
0,2,34992,0,4,0,5,1,4,270.0,0,1
1,1,64657,0,3,3,9,0,1,165.0,0,1
0,1,79653,0,5,3,7,1,0,330.0,1,0
0,2,19031,0,0,0,10,0,4,195.0,1,1
0,2,10672,0,0,1,9,2,2,325.0,1,0
0,0,71303,0,1,4,1,1,3,130.0,0,1
1,1,75702,0,11,2,8,1,4,655.0,1,1
0,2,78561,0,9,2,6,2,0,60.0,1,0
1,1,66400,0,3,4,10,0,4,120.0,0,1
0,1,84169,0,11,3,10,1,3,195.0,0,1
1,1,94563,1,12,2,1,0,1,655.0,0,0
0,3,17530,1,11,4,0,0,4,80.0,1,1
1,0,80676,0,11,1,0,2,0,655.0,1,1
0,0,47018,0,2,1,3,0,1,70.0,0,2
1,1,14649,1,2,2,3,2,1,80.0,1,0
1,3,76562,0,5,0,5,2,4,240.0,1,1
0,3,85676,1,0,2,2,0,1,330.0,1,2
1,1,20596,1,4,0,1,2,4,585.0,1,1
1,1,56573,0,7,2,1,1,2,220.0,0,1
1,1,55340,1,1,4,5,0,1,160.0,1,1
1,2,43586,1,8,1,9,0,1,360.0,1,0
1,0,27181,0,12,3,0,0,2,70.0,1,1
1,0,86728,1,1,2,0,1,1,150.0,0,1
1,2,70626,1,6,3,1,1,4,420.0,1,1
0,1,45522,1,7,4,3,1,0,105.0,1,1
1,1,46567,0,8,4,3,0,2,160.0,0,1
0,0,81392,0,12,3,6,2,2,90.0,0,1
1,3,86771,0,0,0,10,1,1,150.0,0,2
0,2,73752,1,11,4,5,0,2,270.0,0,1
1,0,48675,0,6,2,2,2,0,420.0,1,1
0,2,28885,1,3,2,4,1,3,300.0,0,2
0,0,36537,0,11,2,9,0,0,300.0,0,2
0,0,63129,1,5,0,6,0,0,270.0,0,1
1,0,28682,0,2,4,5,2,3,165.0,0,0
0,1,16702,1,2,2,0,0,1,360.0,1,0
0,3,12614,1,5,1,1,0,4,345.0,0,1
0,1,98991,0,4,3,1,1,0,325.0,1,1
1,0,35102,0,10,2,9,2,1,170.0,0,0
0,3,34417,0,3,1,0,0,3,210.0,0,0
1,0,58251,1,8,1,9,2,3,345.0,1,1
1,2,75263,1,9,1,1,0,2,585.0,1,0
0,2,87863,1,11,1,0,0,3,150.0,0,1
0,1,76434,1,0,0,7,0,3,100.0,0,2
1,0,15271,0,2,0,0,1,3,345.0,0,1
0,1,42747,0,3,1,7,1,4,75.0,0,1
0,3,16112,1,8,0,2,0,0,75.0,1,1
1,1,92245,1,5,4,9,0,0,195.0,1,1
1,2,19939,0,10,3,1,2,3,420.0,1,0
0,2,36084,0,9,1,4,0,3,170.0,0,0
0,2,54436,0,12,4,3,0,4,225.0,1,0
1,2,26323,1,2,3,1,2,3,270.0,0,1
1,0,85208,0,1,2,8,2,4,585.0,0,0
0,2,87947,0,6,1,10,2,3,160.0,1,1
1,2,47287,1,5,0,2,1,3,165.0,1,1
1,3,80088,1,7,3,6,0,2,325.0,1,0
1,1,95944,1,6,2,9,2,4,240.0,1,0
0,1,56352,0,9,4,0,0,4,130.0,1,1
0,1,36043,1,2,0,8,1,4,150.0,0,0
0,3,59723,1,11,0,7,1,2,135.0,0,1
0,1,83355,1,4,3,1,0,3,150.0,0,1
0,2,10034,0,1,0,3,1,2,180.0,0,1
0,3,64781,0,5,0,5,0,3,80.0,0,0
1,0,23110,1,6,3,3,1,0,90.0,1,0
0,3,54871,0,9,4,6,0,2,585.0,0,0
1,0,88575,1,11,3,1,1,0,240.0,0,1
1,0,66455,0,3,4,6,1,0,655.0,1,1
0,0,83943,0,0,0,7,2,3,70.0,1,1
0,0,16012,1,8,2,1,1,4,360.0,1,0
0,1,49597,1,6,4,1,1,3,180.0,1,1
1,3,20317,0,6,4,8,0,1,70.0,0,1
0,0,57865,0,5,2,8,2,0,70.0,0,0
0,1,97971,1,9,1,2,1,1,130.0,1,1
1,2,45140,0,11,2,4,2,4,225.0,0,2
1,0,17574,0,8,4,3,2,2,135.0,0,0
0,2,54579,0,0,2,1,0,3,585.0,1,1
0,3,47404,1,0,1,6,1,2,60.0,1,1
1,0,58490,0,9,0,9,2,3,300.0,0,1
0,0,40756,1,0,3,3,0,4,105.0,0,1
0,2,38852,1,6,3,2,2,3,345.0,0,2
0,1,90927,0,7,3,0,1,4,105.0,1,1
1,2,40734,1,8,2,9,2,0,150.0,0,1
1,0,17254,1,10,0,1,1,4,70.0,0,1
0,1,95039,0,11,2,3,2,2,325.0,1,0
0,2,33829,0,11,3,8,2,1,130.0,1,1
1,1,89395,0,11,0,6,1,0,210.0,1,2
1,3,12203,0,4,3,0,1,0,70.0,0,0
0,0,61232,0,4,4,5,1,2,360.0,0,0
1,0,95967,0,0,1,3,2,4,80.0,1,1
1,2,15936,1,5,0,2,2,0,105.0,1,0
0,1,64156,1,4,1,6,1,0,100.0,0,2
0,2,66604,0,11,3,2,1,4,325.0,1,1
0,0,83738,0,1,4,8,2,0,345.0,0,1
1,3,41566,0,4,2,0,1,4,325.0,1,0
0,3,11469,1,3,3,1,0,3,90.0,0,0
1,0,58130,0,9,4,4,0,2,240.0,0,1
1,3,16230,0,4,2,10,1,4,100.0,0,0
1,1,57579,1,6,0,3,2,3,210.0,1,0
0,1,24103,0,8,4,1,0,2,270.0,1,1
1,1,97867,0,1,0,4,0,3,240.0,0,1
0,3,63185,0,2,0,10,2,0,655.0,0,1
0,1,42778,1,5,0,6,2,3,180.0,1,0
1,0,54457,0,2,3,1,0,4,130.0,1,0
1,2,67851,1,0,3,9,1,2,105.0,1,1
0,1,28353,1,10,1,1,0,4,300.0,1,0
0,1,13625,1,0,3,9,0,2,585.0,1,2
0,1,82155,0,4,2,10,0,3,325.0,0,1
0,3,50899,1,4,0,6,1,2,90.0,0,1
0,2,95915,0,1,3,0,0,0,160.0,1,1
1,1,93163,1,6,4,10,1,2,330.0,0,1
0,1,17905,1,10,2,9,0,4,100.0,0,0
0,2,12580,0,1,1,4,0,2,345.0,1,0
0,2,53501,0,1,4,6,2,3,420.0,1,1
0,1,75483,0,11,0,8,0,3,165.0,1,1
0,1,66815,1,7,3,9,2,4,90.0,1,1
1,0,27330,1,12,2,2,1,3,270.0,0,2
0,2,70830,1,8,2,0,2,2,165.0,1,1
0,2,41246,0,6,0,3,0,3,75.0,0,1
0,3,32353,0,12,4,10,1,0,330.0,1,1
1,3,51872,1,2,2,7,0,3,240.0,1,1
1,2,72654,1,4,1,10,0,2,195.0,1,1
0,3,43214,1,6,1,1,2,0,75.0,1,1
0,3,27588,1,5,0,3,2,0,210.0,0,1
1,3,52375,1,7,2,0,0,4,655.0,1,0
1,2,85609,1,2,1,9,1,2,70.0,1,1
0,2,53147,0,11,0,0,1,3,420.0,1,0
1,3,70409,0,11,3,5,0,1,135.0,0,0
1,3,10242,1,10,1,4,2,2,60.0,1,0
0,0,97487,0,1,1,4,0,2,75.0,0,0
0,3,69822,1,2,2,4,1,0,655.0,0,1
1,3,10695,0,11,2,5,2,1,150.0,1,1
0,1,64638,1,8,1,0,1,3,75.0,1,1
1,2,27434,0,6,4,9,0,1,100.0,0,1
0,1,35311,1,8,1,9,1,1,220.0,1,2
0,2,58552,1,8,0,4,1,2,160.0,0,1
0,2,31676,1,11,0,8,1,4,210.0,1,1
1,0,95529,1,0,1,4,2,4,160.0,0,0
1,0,79892,0,7,2,5,2,0,100.0,0,0
1,3,83857,0,4,0,6,1,4,90.0,1,1
1,3,19988,1,9,4,2,0,3,100.0,1,0
0,2,31943,0,10,2,1,0,4,165.0,1,1
1,2,64698,1,10,2,0,1,4,325.0,0,1
1,0,88011,0,6,3,9,0,2,130.0,1,1
0,3,37840,1,12,3,4,1,0,170.0,0,2
0,1,73662,1,6,2,9,1,4,150.0,0,1
0,1,49765,1,10,4,9,2,0,420.0,0,1
1,2,37852,1,11,2,1,0,4,655.0,0,1
0,2,74114,1,4,3,1,2,4,130.0,1,1
0,2,89948,1,11,4,4,2,3,270.0,0,1
1,1,70222,0,5,2,1,2,0,60.0,0,1
0,1,22359,1,12,3,1,2,0,75.0,1,1
1,0,31547,0,6,4,1,1,2,100.0,0,1
0,3,68075,0,10,2,8,0,3,325.0,0,1
1,1,27307,0,10,0,7,2,3,220.0,0,0
1,0,12967,0,8,4,9,0,0,80.0,0,0
1,1,50269,0,5,2,6,2,1,420.0,0,0
0,3,33627,1,0,0,7,0,3,170.0,1,1
1,0,78200,0,5,3,2,1,3,390.0,0,1
0,2,38703,0,4,0,0,2,2,135.0,1,2
1,1,54012,0,5,2,5,0,1,325.0,0,1
1,1,37874,1,2,4,5,0,3,655.0,0,1
1,0,23298,0,8,0,2,1,1,105.0,0,1
1,3,50797,0,0,2,6,1,0,225.0,1,1
1,1,10926,1,3,3,9,2,1,195.0,1,1
0,1,56963,1,1,3,4,0,1,655.0,0,1
0,2,15597,0,6,2,7,1,1,170.0,0,0
0,2,95934,1,0,3,9,2,2,270.0,0,0
1,2,84379,1,2,4,5,1,3,240.0,1,1
0,1,55538,1,3,1,7,0,3,325.0,1,0
0,0,16220,0,7,4,0,0,0,60.0,1,1
0,0,82680,1,11,3,10,1,2,195.0,1,2
1,3,44647,0,12,4,10,2,4,345.0,1,1
1,2,23569,1,3,0,7,1,4,165.0,0,2
1,1,52441,1,0,4,3,2,3,195.0,0,1
1,1,81663,1,9,3,5,2,2,90.0,1,1
0,3,32120,0,4,2,4,0,4,195.0,1,2
1,2,54205,1,11,1,8,2,3,180.0,0,0
1,2,14595,0,3,1,8,2,1,360.0,1,1
0,2,40074,0,9,1,10,2,3,655.0,1,1
0,1,85264,0,1,4,6,0,1,585.0,1,1
0,1,91683,1,10,2,0,2,2,170.0,1,1
1,0,37545,1,9,2,0,2,3,120.0,1,1
0,1,15062,1,8,1,8,2,1,360.0,0,2
1,1,55728,1,8,4,0,0,0,135.0,1,0
1,1,55938,1,2,2,7,1,4,160.0,1,2
0,3,86015,0,2,2,0,1,1,325.0,0,1
0,0,35785,0,3,0,0,2,3,195.0,0,0
1,1,97066,1,2,1,4,1,3,170.0,1,0
1,0,70132,1,8,4,2,1,2,330.0,0,1
0,2,62934,0,12,0,2,2,3,270.0,0,0
0,0,77460,1,11,0,3,1,4,105.0,1,1
1,0,94753,0,2,4,7,2,0,655.0,1,1
0,1,95071,0,4,4,4,0,3,150.0,0,1
0,0,70387,0,12,4,2,0,4,165.0,0,0
1,3,33228,0,9,1,7,2,4,80.0,1,0
0,3,60654,0,10,1,0,0,4,195.0,1,1
0,2,34377,0,10,0,4,0,2,70.0,0,1
1,1,57877,0,8,0,4,2,4,420.0,1,1
0,2,93475,0,8,0,5,1,0,655.0,0,0
0,3,40992,0,2,4,2,2,1,390.0,1,0
1,0,50752,1,12,2,4,1,4,60.0,1,1
0,0,18618,1,12,3,10,2,3,270.0,0,1
1,3,27517,0,1,0,9,2,3,135.0,0,1
0,3,44768,1,4,3,8,2,3,325.0,1,1
0,3,40264,1,2,4,5,0,3,105.0,1,1
1,0,84485,1,4,0,5,2,4,100.0,0,0
0,1,88617,0,10,3,10,1,2,585.0,1,0
0,0,17098,0,3,4,10,2,3,90.0,1,1
1,0,21115,0,3,4,3,1,0,100.0,1,2
0,2,27200,0,12,1,6,1,0,90.0,1,1
1,0,44965,1,8,0,9,1,1,325.0,1,2
0,2,47804,1,5,0,4,1,0,360.0,1,1
0,3,39307,1,1,2,7,1,0,105.0,1,1
0,2,72945,0,1,2,4,2,2,330.0,0,1
0,2,44261,1,9,4,0,1,1,330.0,1,1
0,2,42879,1,12,4,1,0,1,330.0,1,1
1,0,10317,1,0,2,1,2,3,390.0,0,1
0,0,96773,0,3,1,5,2,3,165.0,1,1
0,2,70301,1,11,3,3,0,2,330.0,1,2
1,3,65310,1,8,0,9,1,2,70.0,0,1
1,1,10177,1,4,4,10,1,3,75.0,1,1
0,0,12427,1,10,3,8,2,4,75.0,0,0
0,1,53009,0,5,2,6,1,3,325.0,0,1
0,2,69053,0,0,4,10,1,2,75.0,1,1
1,0,64894,1,5,2,6,2,1,585.0,0,0
0,3,24811,1,9,1,0,1,3,330.0,1,0
0,1,50227,1,10,3,6,0,4,80.0,0,1
1,3,37186,1,12,4,2,1,4,225.0,1,0
1,0,61281,1,3,3,9,0,3,135.0,1,1
1,3,65562,0,1,1,4,2,3,180.0,0,0
0,1,84527,0,0,2,3,1,3,330.0,0,2
1,1,21664,1,3,2,6,2,3,325.0,0,1
1,0,63431,0,0,2,0,2,3,60.0,1,1
1,2,84626,1,12,2,5,0,4,70.0,0,1
0,3,39157,1,5,2,5,0,2,420.0,1,0
1,0,78908,0,9,2,8,2,0,135.0,1,0
0,0,29724,0,11,1,4,1,3,130.0,0,0
0,0,77568,1,9,2,8,0,1,75.0,0,1
1,0,13396,0,7,4,9,2,4,330.0,0,1
1,2,35793,0,3,4,1,1,4,75.0,1,0
0,0,37226,1,5,2,7,0,2,120.0,1,1
1,1,47680,0,2,0,7,0,0,150.0,0,1
1,2,79405,0,10,0,5,2,3,105.0,1,0
0,2,22855,1,2,1,10,2,4,120.0,0,0
1,0,60270,0,5,1,8,1,0,345.0,1,2
0,0,77399,1,1,4,3,1,4,210.0,1,1
0,1,68751,1,3,0,3,2,2,170.0,0,1
1,0,20919,0,3,4,3,0,3,100.0,1,1
0,3,58176,0,0,0,2,1,4,360.0,0,0
1,3,88229,0,1,4,8,0,1,240.0,0,1
1,1,48250,0,7,3,1,0,0,100.0,1,1
0,1,97691,0,10,0,6,1,0,105.0,1,2
1,3,13582,0,6,4,1,1,1,135.0,1,1
1,1,13498,0,4,1,9,2,0,165.0,0,1
0,2,26217,0,12,3,3,1,2,90.0,0,0
0,1,89118,1,1,2,3,2,3,210.0,0,1
1,1,52361,0,0,4,4,1,0,150.0,0,1
1,1,34421,0,10,4,4,2,3,220.0,0,0
0,2,96085,1,5,3,7,1,4,60.0,0,0
1,2,91825,1,9,2,10,0,1,390.0,1,0
0,0,84025,1,11,3,7,1,0,180.0,0,1
0,3,53318,0,9,3,1,2,3,120.0,1,0
1,2,13068,1,8,4,2,0,3,360.0,0,2
0,3,66802,1,4,0,9,1,4,240.0,1,0
0,3,10920,0,12,4,9,2,1,100.0,1,1
0,2,68358,0,0,3,8,1,2,330.0,0,0
1,0,27865,0,8,1,9,2,2,195.0,1,1
0,3,95690,1,8,0,3,2,0,60.0,0,1
0,0,99140,0,7,1,3,0,0,270.0,1,0
0,2,19778,0,1,4,9,1,3,135.0,1,1
1,0,74200,1,7,2,6,0,0,90.0,0,1
0,0,22739,1,6,1,2,2,1,160.0,1,0
0,2,98796,1,8,4,0,0,0,120.0,0,1
0,1,29246,1,10,0,4,0,4,220.0,1,1
0,1,75880,0,5,0,10,2,1,345.0,0,1
1,2,86922,1,10,0,3,2,1,100.0,1,0
1,0,22948,0,9,4,2,0,2,220.0,1,1
1,3,87021,0,12,1,5,2,0,325.0,1,1
1,1,97229,0,0,1,9,2,3,220.0,1,1
0,2,47342,1,4,0,2,0,3,655.0,0,2
1,2,65774,0,12,3,6,1,3,225.0,0,1
0,0,14333,0,2,0,7,1,1,130.0,0,0
0,1,68361,1,5,2,9,2,4,70.0,0,1
0,0,50172,1,11,2,6,0,0,90.0,1,1
1,1,45744,0,9,0,1,2,3,170.0,1,1
0,1,96791,0,2,1,6,0,3,80.0,1,1
0,3,51062,0,12,3,1,0,3,60.0,1,1
0,0,28458,0,10,2,9,0,0,225.0,0,1
1,1,46620,0,9,1,10,2,1,345.0,1,1
0,2,55849,1,2,3,9,0,0,420.0,0,1
0,2,97415,0,0,2,7,1,4,585.0,0,1
0,2,98740,1,10,1,0,2,0,220.0,0,0
0,0,23667,0,3,2,6,2,3,195.0,1,1
0,2,43454,0,6,4,8,1,3,105.0,1,0
1,0,30827,0,8,1,7,1,3,270.0,0,2
0,1,26264,1,1,4,1,2,2,70.0,1,2
1,3,79206,0,5,4,9,2,2,325.0,0,1
1,3,24229,1,0,2,1,1,4,120.0,1,0
0,0,34188,1,8,2,7,2,4,130.0,1,1
0,2,81590,1,10,0,4,2,2,180.0,1,1
